Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
E0,1/5/2021,Crystal Palace,Man City,0,2,A,0,0,D,D Coote,9,20,4,3,9,10,2,6,2,0,0,0,10,5,1.33,10,5,1.33,9.5,5.25,1.33
E0,1/5/2021,Brighton,Leeds,2,0,H,1,0,H,C Kavanagh,17,11,5,2,17,6,2,9,1,1,0,0,2.05,3.5,3.5,2.15,3.4,3.4,2.1,3.45,3.5
E0,1/5/2021,Chelsea,Fulham,2,0,H,1,0,H,K Friend,9,10,5,3,15,8,1,8,1,1,0,0,1.44,4.4,7.5,1.45,4.25,8,1.5,4.2,7
E0,1/5/2021,Everton,Aston Villa,1,2,A,1,1,D,S Hooper,16,13,3,5,10,13,3,6,0,2,0,0,1.95,3.6,3.8,2,3.7,3.6,1.9,3.5,4.2
E0,2/5/2021,Newcastle,Arsenal,0,2,A,0,1,A,M Dean,5,19,1,5,10,9,3,7,2,1,1,0,3.6,3.6,2,3.7,3.6,2,3.5,3.6,2.05
E0,2/5/2021,Tottenham,Sheffield United,4,0,H,1,0,H,A Marriner,20,8,11,1,8,9,6,6,1,1,0,0,1.25,6,12,1.3,5.5,10,1.27,5.5,13
E0,3/5/2021,West Brom,Wolves,1,1,D,0,1,A,P Tierney,10,20,4,10,17,11,5,6,2,0,0,0,2.9,3.2,2.5,2.9,3.1,2.6,2.9,3.25,2.55
E0,3/5/2021,Burnley,West Ham,1,2,A,1,2,A,A Taylor,8,22,3,4,4,8,5,4,2,1,0,0,3.1,3.6,2.2,3.2,3.5,2.2,3.15,3.45,2.25
E0,7/5/2021,Leicester,Newcastle,2,4,A,0,2,A,D England,25,14,9,6,12,9,9,6,1,1,0,0,1.4,4.75,8,1.4,4.75,8,1.4,4.7,8
E0,8/5/2021,Leeds,Tottenham,3,1,H,2,1,H,M Oliver,16,11,7,3,12,10,8,6,1,2,0,0,3.4,3.8,2,3.5,3.75,2,3.4,3.8,2.05
E0,8/5/2021,Sheffield United,Crystal Palace,0,2,A,0,1,A,S Hooper,7,21,0,8,11,8,5,11,1,1,0,0,3,3.2,2.45,2.85,3.25,2.55,2.95,3.2,2.5
E0,8/5/2021,Man City,Chelsea,1,2,A,1,0,H,A Taylor,16,12,4,5,12,10,6,2,2,0,0,0,1.9,3.4,4.2,1.91,3.4,4.25,1.95,3.4,4.2
E0,8/5/2021,Liverpool,Southampton,2,0,H,1,0,H,K Friend,14,12,6,6,10,6,8,4,0,1,0,0,1.25,6,11,1.28,6,10,1.3,6,9.5
E0,9/5/2021,Wolves,Brighton,2,1,H,0,1,A,J Moss,16,5,6,3,12,7,10,5,2,2,0,2,3.3,3.3,2.2,3.25,3.25,2.3,3.35,3.25,2.25
E0,9/5/2021,Aston Villa,Man United,1,3,A,1,0,H,C Kavanagh,11,18,5,7,13,18,5,6,1,1,1,0,4.2,3.8,1.8,4.5,3.9,1.75,4.2,3.8,1.8
E0,9/5/2021,West Ham,Everton,0,1,A,0,1,A,S Attwell,11,9,0,3,8,10,5,6,2,1,0,0,2.2,3.5,3.2,2.3,3.4,3.1,2.25,3.4,3.25
E0,9/5/2021,Arsenal,West Brom,3,1,H,2,0,H,P Bankes,15,12,7,1,7,9,6,6,1,2,0,0,1.44,4.5,7,1.45,4.6,7,1.47,4.5,6.5
E0,10/5/2021,Fulham,Burnley,0,2,A,0,2,A,D Coote,21,14,3,5,11,10,8,4,2,0,0,0,2.2,3.4,3.3,2.25,3.3,3.3,2.2,3.4,3.35
E0,11/5/2021,Man United,Leicester,1,2,A,1,1,D,C Pawson,4,12,1,3,9,12,3,4,0,0,0,0,2.5,3.4,2.8,2.5,3.3,2.85,2.5,3.3,2.85
E0,11/5/2021,Southampton,Crystal Palace,3,1,H,1,1,D,A Madley,13,11,6,4,20,13,12,8,2,3,0,0,2.05,3.6,3.5,2.1,3.5,3.5,2.15,3.35,3.5
E0,12/5/2021,Chelsea,Arsenal,0,1,A,0,1,A,A Marriner,19,5,5,2,7,6,9,1,0,1,0,0,1.65,4,5,1.7,3.8,5,1.73,3.75,4.9
E0,13/05/2021,Aston Villa,Everton,0,0,D,0,0,D,M Atkinson,13,15,2,5,9,12,9,1,2,0,0,0,2.7,3.4,2.6,2.65,3.4,2.65,2.8,3.35,2.55
E0,13/05/2021,Man United,Liverpool,2,4,A,1,2,A,A Taylor,18,17,3,8,10,12,6,4,3,0,0,0,3,3.75,2.2,3.1,3.75,2.15,3.1,3.7,2.2
E0,14/05/2021,Newcastle,Man City,3,4,A,2,2,D,K Friend,11,15,5,6,11,10,4,5,2,2,0,0,11,6,1.25,10.5,5.75,1.28,9,5.5,1.33
E0,15/05/2021,Burnley,Leeds,0,4,A,0,1,A,G Scott,16,16,4,6,10,10,6,8,1,1,0,0,3.2,3.75,2.1,3.1,3.5,2.25,3.1,3.6,2.2
E0,15/05/2021,Southampton,Fulham,3,1,H,1,0,H,C Pawson,11,10,7,3,9,15,6,5,0,1,0,0,2,3.6,3.6,2,3.6,3.7,2,3.55,3.75
E0,15/05/2021,Brighton,West Ham,1,1,D,0,0,D,A Marriner,10,15,2,3,7,5,3,3,1,1,0,0,2.9,3.6,2.3,2.85,3.6,2.35,2.95,3.4,2.4
E0,16/05/2021,Crystal Palace,Aston Villa,3,2,H,1,2,A,D Coote,23,19,8,5,23,13,7,7,3,2,0,0,3,3.6,2.25,3,3.5,2.3,3.05,3.5,2.3
E0,16/05/2021,Tottenham,Wolves,2,0,H,1,0,H,M Atkinson,24,15,13,3,8,11,10,3,1,0,0,0,1.5,4.33,6.5,1.5,4.4,6.5,1.55,4.2,6
E0,16/05/2021,West Brom,Liverpool,1,2,A,1,1,D,M Dean,10,26,3,6,7,14,9,13,0,0,0,0,12,6.5,1.22,12,7,1.22,15,6.5,1.2
E0,16/05/2021,Everton,Sheffield United,0,1,A,0,1,A,A Moss,16,10,6,3,8,12,11,4,1,3,0,0,1.36,4.75,8.5,1.4,4.6,8.5,1.4,4.7,8
E0,18/05/2021,Man United,Fulham,1,1,D,1,0,H,L Mason,13,8,6,5,10,15,6,1,2,3,0,0,1.28,6,9,1.3,5.75,9,1.33,5.5,8.25
E0,18/05/2021,Southampton,Leeds,0,2,A,0,0,D,P Bankes,18,15,3,7,10,12,4,5,0,3,0,0,2.55,3.9,2.5,2.7,3.75,2.4,2.55,3.75,2.55
E0,18/05/2021,Brighton,Man City,3,2,H,0,1,A,S Attwell,19,8,6,4,13,11,5,3,3,3,0,1,7,4.5,1.45,6.75,4.4,1.48,6.5,4.4,1.5
E0,18/05/2021,Chelsea,Leicester,2,1,H,0,0,D,M Dean,17,7,6,3,15,16,6,5,2,4,0,0,1.7,3.75,5,1.7,3.7,5.25,1.7,3.65,5.25
E0,19/05/2021,Everton,Wolves,1,0,H,0,0,D,A Madley,14,9,4,3,11,11,7,12,0,2,0,0,1.85,3.6,4.2,1.9,3.7,4,1.9,3.55,4.2
E0,19/05/2021,Newcastle,Sheffield United,1,0,H,1,0,H,R Jones,16,11,5,1,7,7,5,2,0,2,0,0,1.72,3.8,4.75,1.75,3.8,4.75,1.73,3.85,4.6
E0,19/05/2021,Tottenham,Aston Villa,1,2,A,1,2,A,C Pawson,10,20,4,4,14,13,4,5,1,1,0,0,1.5,4.5,6,1.53,4.5,5.75,1.53,4.7,5.5
E0,19/05/2021,Crystal Palace,Arsenal,1,3,A,0,1,A,A Taylor,12,6,6,3,7,7,6,7,2,1,0,0,6,4.5,1.5,5.75,4.4,1.55,5.75,4.4,1.55
E0,19/05/2021,Burnley,Liverpool,0,3,A,0,1,A,C Kavanagh,10,20,4,3,10,7,6,7,0,0,0,0,11,7,1.22,10.5,6.5,1.25,11,7,1.22
E0,19/05/2021,West Brom,West Ham,1,3,A,1,1,D,M Oliver,14,21,4,9,8,11,6,8,2,2,0,0,5,4.33,1.6,5.25,4.2,1.62,5.25,4.3,1.6
E0,23/05/2021,Arsenal,Brighton,2,0,H,0,0,D,J Moss,16,5,5,1,10,8,11,3,0,0,0,0,1.57,4.33,5.25,1.62,4.1,5.25,1.6,4.3,5.25
E0,23/05/2021,Aston Villa,Chelsea,2,1,H,1,0,H,S Attwell,6,23,3,7,11,12,2,9,3,3,0,1,6.5,4.6,1.45,6.5,4.5,1.48,6.75,4.6,1.45
E0,23/05/2021,Fulham,Newcastle,0,2,A,0,1,A,C Kavanagh,14,10,0,4,12,6,5,4,1,0,0,0,2.05,3.8,3.3,2.1,3.8,3.2,2.05,3.8,3.3
E0,23/05/2021,Leeds,West Brom,3,1,H,2,0,H,D Coote,17,14,9,5,12,12,8,3,2,1,0,0,1.4,5.25,6.5,1.45,5,6.25,1.45,5.25,6.25
E0,23/05/2021,Leicester,Tottenham,2,4,A,1,1,D,A Taylor,10,11,6,4,9,8,8,7,0,2,0,0,2,4,3.3,2,3.9,3.4,2.05,3.85,3.3
E0,23/05/2021,Liverpool,Crystal Palace,2,0,H,1,0,H,C Pawson,19,5,5,4,10,8,14,1,2,2,0,0,1.14,8.5,15,1.16,8,16.5,1.15,8.25,16
E0,23/05/2021,Man City,Everton,5,0,H,2,0,H,M Oliver,21,8,11,3,8,10,7,5,2,2,0,0,1.44,5,6.5,1.44,5,6.5,1.47,4.9,6
E0,23/05/2021,Sheffield United,Burnley,1,0,H,1,0,H,K Friend,12,10,3,3,11,1,8,9,3,1,0,0,2.8,3.6,2.4,2.8,3.6,2.4,2.85,3.6,2.4
E0,23/05/2021,West Ham,Southampton,3,0,H,2,0,H,M Atkinson,14,17,7,5,5,9,2,3,0,3,0,0,1.65,4,5,1.72,4,4.6,1.7,4.1,4.6
E0,23/05/2021,Wolves,Man United,1,2,A,1,2,A,M Dean,14,9,4,4,14,3,6,2,4,1,0,0,2.5,3.5,2.7,2.5,3.6,2.7,2.55,3.6,2.65
E0,13/08/2021,Brentford,Arsenal,2,0,H,1,0,H,M Oliver,8,22,3,4,12,8,2,5,0,0,0,0,4,3.4,1.95,4,3.5,1.95,3.8,3.4,2.05
E0,14/08/2021,Man United,Leeds,5,1,H,1,0,H,P Tierney,16,10,8,3,11,9,5,4,1,2,0,0,1.53,4.5,5.75,1.53,4.5,5.75,1.55,4.4,5.75
E0,14/08/2021,Burnley,Brighton,1,2,A,1,0,H,D Coote,14,14,3,8,10,7,7,6,2,1,0,0,3.1,3.1,2.45,3.2,3.1,2.4,3.15,3.05,2.45
E0,14/08/2021,Chelsea,Crystal Palace,3,0,H,2,0,H,J Moss,13,4,6,1,15,11,5,2,0,0,0,0,1.25,5.75,13,1.28,5.75,10.5,1.25,6,13
E0,14/08/2021,Everton,Southampton,3,1,H,0,1,A,A Madley,14,6,6,3,13,15,6,8,2,0,0,0,1.9,3.5,4,1.95,3.5,3.9,1.95,3.45,3.95
E0,14/08/2021,Leicester,Wolves,1,0,H,1,0,H,C Pawson,9,17,5,3,6,10,5,4,1,2,0,0,1.66,3.8,5.25,1.67,3.9,5.25,1.7,3.75,5.25
E0,14/08/2021,Watford,Aston Villa,3,2,H,2,0,H,M Dean,13,11,7,2,18,13,2,4,3,1,0,0,3.1,3.2,2.37,3.25,3.3,2.3,3.05,3.25,2.4
E0,14/08/2021,Norwich,Liverpool,0,3,A,0,1,A,A Marriner,14,19,3,8,4,14,3,11,1,1,0,0,9,5.75,1.3,9,6,1.3,7.75,5.5,1.35
E0,15/08/2021,Newcastle,West Ham,2,4,A,2,1,H,M Atkinson,17,8,3,9,4,3,7,6,1,0,0,0,3.2,3.5,2.2,3.3,3.4,2.2,3.15,3.45,2.25
E0,15/08/2021,Tottenham,Man City,1,0,H,0,0,D,A Taylor,13,18,3,4,11,8,3,11,2,1,0,0,5.5,4.2,1.6,5.25,4.25,1.6,5.25,4.1,1.63
E0,21/08/2021,Liverpool,Burnley,2,0,H,1,0,H,M Dean,27,9,9,3,6,12,8,4,0,0,0,0,1.18,7.5,13,1.2,7,13.5,1.22,6.5,13
E0,21/08/2021,Aston Villa,Newcastle,2,0,H,1,0,H,D Coote,10,9,2,1,8,18,3,4,3,4,0,0,1.8,3.75,4.33,1.8,3.9,4.25,1.83,3.8,4.1
E0,21/08/2021,Crystal Palace,Brentford,0,0,D,0,0,D,M Atkinson,7,14,2,3,12,9,3,5,3,1,0,0,2.55,3.2,2.87,2.6,3.2,2.8,2.6,3.15,2.9
E0,21/08/2021,Leeds,Everton,2,2,D,1,1,D,D England,17,17,4,8,6,13,8,5,2,4,0,0,2.37,3.4,3,2.35,3.4,3,2.35,3.45,3
E0,21/08/2021,Man City,Norwich,5,0,H,2,0,H,G Scott,16,1,4,0,13,7,6,1,1,0,0,0,1.08,11,26,1.11,9.5,23,1.12,9.5,22
E0,21/08/2021,Brighton,Watford,2,0,H,2,0,H,A Taylor,13,10,3,1,11,6,7,2,4,0,0,0,1.7,3.5,5.75,1.75,3.3,5.75,1.75,3.5,5.25
E0,22/08/2021,Southampton,Man United,1,1,D,1,0,H,C Pawson,8,15,3,4,12,10,7,7,2,3,0,0,5.5,4.2,1.57,5,4.33,1.62,5.25,4.2,1.6
E0,22/08/2021,Wolves,Tottenham,0,1,A,0,1,A,S Attwell,25,8,6,6,9,7,5,4,1,4,0,0,3.2,3.2,2.35,3.3,3.2,2.3,3.15,3.1,2.45
E0,22/08/2021,Arsenal,Chelsea,0,2,A,0,2,A,P Tierney,6,22,3,5,10,4,9,8,3,0,0,0,4.75,3.75,1.72,4.75,3.75,1.75,4.8,3.75,1.73
E0,23/08/2021,West Ham,Leicester,4,1,H,1,0,H,M Oliver,13,5,7,1,8,8,10,0,0,1,0,1,2.5,3.5,2.75,2.6,3.5,2.6,2.55,3.4,2.75
E0,28/08/2021,Man City,Arsenal,5,0,H,3,0,H,M Atkinson,25,1,10,0,5,7,14,0,1,2,0,1,1.25,6,12,1.25,6.25,11.5,1.27,6,11
E0,28/08/2021,Aston Villa,Brentford,1,1,D,1,1,D,P Bankes,7,9,5,2,15,14,3,2,3,3,0,0,1.95,3.6,3.8,1.95,3.7,3.8,2,3.5,3.75
E0,28/08/2021,Brighton,Everton,0,2,A,0,1,A,J Moss,14,14,3,5,7,9,4,5,1,2,0,0,2.3,3.2,3.3,2.35,3.3,3.1,2.35,3.15,3.2
E0,28/08/2021,Newcastle,Southampton,2,2,D,0,0,D,P Tierney,10,22,5,6,11,6,4,4,3,3,0,0,2.5,3.4,2.8,2.5,3.5,2.75,2.5,3.45,2.8
E0,28/08/2021,Norwich,Leicester,1,2,A,1,1,D,R Jones,14,9,4,3,8,9,9,9,2,1,0,0,4.5,3.5,1.85,4.6,3.5,1.83,4.1,3.65,1.9
E0,28/08/2021,West Ham,Crystal Palace,2,2,D,1,0,H,S Attwell,14,9,4,2,10,7,5,3,1,0,0,0,1.55,4,6.5,1.57,4,6,1.6,3.85,6.25
E0,28/08/2021,Liverpool,Chelsea,1,1,D,1,1,D,A Taylor,24,6,7,3,13,4,12,3,0,2,0,1,2.45,3.3,2.9,2.45,3.4,2.85,2.5,3.25,2.95
E0,29/08/2021,Burnley,Leeds,1,1,D,0,0,D,M Oliver,12,12,3,2,13,9,5,5,4,3,0,0,3.1,3.5,2.25,3.1,3.4,2.3,3.05,3.45,2.3
E0,29/08/2021,Tottenham,Watford,1,0,H,1,0,H,A Marriner,15,9,8,2,8,14,10,3,3,3,0,0,1.36,4.75,9,1.44,4.5,7.75,1.47,4.5,7
E0,29/08/2021,Wolves,Man United,0,1,A,0,0,D,M Dean,15,10,6,3,7,9,5,7,3,4,0,0,5,3.5,1.75,5,3.4,1.8,4.6,3.55,1.8
E0,11/9/2021,Crystal Palace,Tottenham,3,0,H,0,0,D,J Moss,18,2,4,1,13,15,8,2,2,1,0,1,4.2,3.5,1.9,4.4,3.3,1.91,4.1,3.45,1.95
E0,11/9/2021,Arsenal,Norwich,1,0,H,0,0,D,M Oliver,30,10,7,1,9,11,8,4,1,2,0,0,1.5,4.6,6,1.5,4.5,6.25,1.53,4.4,6
E0,11/9/2021,Brentford,Brighton,0,1,A,0,0,D,G Scott,7,4,1,2,9,12,1,6,3,2,0,0,2.8,3.2,2.62,2.8,3.2,2.65,2.85,3.1,2.65
E0,11/9/2021,Leicester,Man City,0,1,A,0,0,D,P Tierney,6,25,1,8,4,11,5,8,1,2,0,0,6,4,1.57,5.5,4.25,1.57,5.5,4.2,1.6
E0,11/9/2021,Man United,Newcastle,4,1,H,1,0,H,A Taylor,21,12,7,3,9,2,7,3,1,0,0,0,1.18,7.5,15,1.2,7,14,1.2,7,13
E0,11/9/2021,Southampton,West Ham,0,0,D,0,0,D,D Coote,11,13,3,3,10,12,5,4,3,1,0,1,2.9,3.5,2.4,2.95,3.5,2.35,2.85,3.45,2.45
E0,11/9/2021,Watford,Wolves,0,2,A,0,0,D,P Bankes,6,14,2,5,15,13,6,8,3,3,0,0,3.4,3.2,2.25,3.3,3.25,2.3,3.3,3.15,2.3
E0,11/9/2021,Chelsea,Aston Villa,3,0,H,1,0,H,S Attwell,12,18,4,6,11,11,4,11,1,4,0,0,1.28,5.5,11,1.3,5.5,10,1.33,5.25,10
E0,12/9/2021,Leeds,Liverpool,0,3,A,0,1,A,C Pawson,9,30,4,9,9,8,2,11,2,1,1,0,4.33,4,1.75,4.4,4,1.75,4.2,4.1,1.77
E0,13/09/2021,Everton,Burnley,3,1,H,0,0,D,M Atkinson,14,11,6,6,3,6,4,6,1,1,0,0,1.7,3.75,5,1.75,3.7,4.75,1.73,3.7,4.9
E0,17/09/2021,Newcastle,Leeds,1,1,D,1,1,D,M Dean,17,22,7,9,9,11,4,5,2,2,0,0,3,3.6,2.3,2.95,3.6,2.3,2.95,3.55,2.3
E0,18/09/2021,Wolves,Brentford,0,2,A,0,2,A,D England,11,9,0,3,10,7,4,2,4,2,0,1,1.83,3.25,5,1.85,3.3,4.75,1.9,3.3,4.7
E0,18/09/2021,Burnley,Arsenal,0,1,A,0,1,A,A Taylor,18,13,3,3,9,8,8,3,2,1,0,0,3.8,3.6,1.95,3.9,3.4,2,3.7,3.5,2.05
E0,18/09/2021,Liverpool,Crystal Palace,3,0,H,1,0,H,A Madley,25,13,10,2,17,11,10,5,3,1,0,0,1.2,7,13,1.22,6.5,13.5,1.22,6.5,12
E0,18/09/2021,Man City,Southampton,0,0,D,0,0,D,J Moss,18,10,1,2,5,12,8,5,0,2,0,0,1.12,9.5,17,1.14,8.25,19.5,1.17,7.75,16
E0,18/09/2021,Norwich,Watford,1,3,A,1,1,D,R Jones,12,12,5,8,10,14,4,8,1,1,0,0,2.15,3.3,3.5,2.15,3.4,3.4,2.15,3.35,3.45
E0,18/09/2021,Aston Villa,Everton,3,0,H,0,0,D,C Pawson,15,11,3,1,7,10,5,4,1,1,0,0,2.4,3.3,3,2.35,3.4,3,2.35,3.3,3.05
E0,19/09/2021,Brighton,Leicester,2,1,H,1,0,H,S Attwell,12,14,5,3,8,10,4,9,2,1,0,0,2.7,3.2,2.75,2.75,3.2,2.65,2.75,3.15,2.7
E0,19/09/2021,West Ham,Man United,1,2,A,1,1,D,M Atkinson,13,17,4,10,5,8,2,11,0,0,0,0,4.33,4,1.75,4.4,4,1.75,4.3,3.9,1.77
E0,19/09/2021,Tottenham,Chelsea,0,3,A,0,0,D,P Tierney,8,20,2,10,4,15,5,11,0,1,0,0,5,3.8,1.7,5,3.75,1.72,4.9,3.8,1.7
E0,25/09/2021,Chelsea,Man City,0,1,A,0,0,D,M Oliver,5,15,0,4,12,10,4,13,3,2,0,0,2.62,3.2,2.75,2.7,3.25,2.7,2.65,3.25,2.75
E0,25/09/2021,Man United,Aston Villa,0,1,A,0,0,D,M Dean,28,7,4,3,9,13,5,5,2,2,0,0,1.36,5.25,8,1.4,5,7.5,1.4,5,7.25
E0,25/09/2021,Everton,Norwich,2,0,H,1,0,H,D Coote,11,10,4,2,12,9,6,4,2,3,0,0,1.61,3.8,5.75,1.6,3.9,6,1.63,3.95,5.5
E0,25/09/2021,Leeds,West Ham,1,2,A,1,0,H,K Friend,15,20,5,7,10,6,5,7,3,2,0,0,3,3.6,2.25,3,3.6,2.3,3.05,3.6,2.25
E0,25/09/2021,Leicester,Burnley,2,2,D,1,2,A,C Kavanagh,22,9,5,3,10,8,8,4,2,4,0,0,1.57,4,6,1.57,4,6,1.6,4.1,5.75
E0,25/09/2021,Watford,Newcastle,1,1,D,0,1,A,J Gillett,15,20,4,6,19,12,5,6,4,3,0,0,2.2,3.4,3.3,2.25,3.3,3.3,2.25,3.35,3.3
E0,25/09/2021,Brentford,Liverpool,3,3,D,1,1,D,S Attwell,12,16,4,6,8,7,2,11,1,1,0,0,7,4.5,1.45,6.75,4.4,1.48,6.25,4.5,1.5
E0,26/09/2021,Southampton,Wolves,0,1,A,0,0,D,A Madley,18,5,6,3,12,8,5,5,0,0,0,0,2.62,3.2,2.8,2.65,3.2,2.75,2.65,3.2,2.8
E0,26/09/2021,Arsenal,Tottenham,3,1,H,3,0,H,C Pawson,12,10,7,4,12,13,4,4,2,1,0,0,2.15,3.3,3.5,2.3,3.25,3.2,2.25,3.25,3.35
E0,27/09/2021,Crystal Palace,Brighton,1,1,D,1,0,H,A Marriner,8,8,3,4,12,10,6,5,2,3,0,0,3.1,3.2,2.45,2.95,3.2,2.5,3,3.15,2.5
E0,2/10/2021,Man United,Everton,1,1,D,1,0,H,M Oliver,13,12,6,2,10,9,10,1,1,1,0,0,1.45,4.33,7.5,1.5,4.25,6.75,1.5,4.4,6.5
E0,2/10/2021,Burnley,Norwich,0,0,D,0,0,D,K Friend,14,10,4,2,13,3,9,5,5,2,0,0,1.85,3.6,4.33,1.85,3.5,4.5,1.85,3.7,4.2
E0,2/10/2021,Chelsea,Southampton,3,1,H,1,0,H,M Atkinson,20,6,9,2,11,13,7,2,1,3,0,1,1.36,4.75,9,1.36,5,8.5,1.35,5,9.5
E0,2/10/2021,Leeds,Watford,1,0,H,1,0,H,S Hooper,20,5,4,1,10,16,6,3,0,3,0,0,1.7,4,4.75,1.78,3.6,4.75,1.75,3.95,4.4
E0,2/10/2021,Wolves,Newcastle,2,1,H,1,1,D,G Scott,7,8,3,2,15,5,0,4,0,2,0,0,1.61,4.2,5.25,1.67,4.2,4.75,1.7,3.9,4.9
E0,2/10/2021,Brighton,Arsenal,0,0,D,0,0,D,J Moss,21,8,2,2,8,5,8,5,2,1,0,0,3,3.25,2.4,2.95,3.2,2.5,3,3.15,2.5
E0,3/10/2021,Crystal Palace,Leicester,2,2,D,0,2,A,A Taylor,18,9,4,5,15,11,1,3,2,3,0,0,3.1,3.4,2.3,3.2,3.3,2.3,3.05,3.35,2.35
E0,3/10/2021,Tottenham,Aston Villa,2,1,H,1,0,H,C Kavanagh,17,14,8,3,11,14,5,8,2,1,0,0,2.1,3.6,3.4,2.15,3.4,3.4,2.1,3.5,3.45
E0,3/10/2021,West Ham,Brentford,1,2,A,0,1,A,P Bankes,18,13,5,6,16,13,11,6,2,3,0,0,1.75,3.75,4.75,1.8,3.5,4.75,1.8,3.65,4.4
E0,3/10/2021,Liverpool,Man City,2,2,D,0,0,D,P Tierney,6,12,4,3,10,12,3,4,3,3,0,0,2.87,3.5,2.4,2.8,3.6,2.4,2.85,3.4,2.45
E0,16/10/2021,Watford,Liverpool,0,5,A,0,2,A,J Moss,6,19,2,8,4,10,1,9,0,0,0,0,8.5,5.5,1.33,8,5.25,1.35,7.75,5.25,1.37
E0,16/10/2021,Aston Villa,Wolves,2,3,A,0,0,D,M Oliver,14,9,5,4,8,17,6,7,2,3,0,0,2.15,3.25,3.5,2.15,3.3,3.5,2.25,3.25,3.35
E0,16/10/2021,Leicester,Man United,4,2,H,1,1,D,C Pawson,22,18,11,6,5,17,4,3,0,3,0,0,3.5,3.6,2.05,3.75,3.5,2,3.45,3.55,2.1
E0,16/10/2021,Man City,Burnley,2,0,H,1,0,H,M Atkinson,15,7,6,2,11,5,6,2,1,0,0,0,1.12,9,19,1.13,8.5,21,1.12,9,21
E0,16/10/2021,Norwich,Brighton,0,0,D,0,0,D,P Bankes,15,11,3,3,5,14,8,4,3,5,0,0,3.6,3.4,2.1,3.6,3.5,2.05,3.6,3.3,2.1
E0,16/10/2021,Southampton,Leeds,1,0,H,0,0,D,D Coote,19,3,5,0,16,14,8,1,2,3,0,0,2.3,3.5,3,2.4,3.5,2.9,2.4,3.5,2.9
E0,16/10/2021,Brentford,Chelsea,0,1,A,0,1,A,A Taylor,17,5,7,1,13,8,5,5,1,1,0,0,6.5,3.8,1.57,7,3.95,1.52,6,3.85,1.6
E0,17/10/2021,Everton,West Ham,0,1,A,0,0,D,S Attwell,15,16,2,4,3,3,7,9,0,2,0,0,2.5,3.4,2.8,2.45,3.5,2.75,2.5,3.3,2.85
E0,17/10/2021,Newcastle,Tottenham,2,3,A,1,3,A,A Marriner,7,14,1,4,13,4,2,9,4,1,1,0,3.5,3.6,2.05,3.4,3.6,2,3.45,3.55,2.1
E0,18/10/2021,Arsenal,Crystal Palace,2,2,D,1,0,H,M Dean,17,9,6,6,7,4,6,4,1,1,0,0,1.6,3.8,6,1.62,3.9,5.75,1.65,3.85,5.5
E0,22/10/2021,Arsenal,Aston Villa,3,1,H,2,0,H,C Pawson,22,10,9,4,17,10,7,4,2,5,0,0,1.83,3.75,4.2,1.9,3.5,4,1.9,3.65,4.1
E0,23/10/2021,Chelsea,Norwich,7,0,H,3,0,H,A Madley,23,3,13,1,14,16,5,0,0,2,0,1,1.18,7,15,1.14,8.25,23,1.2,6.75,15
E0,23/10/2021,Crystal Palace,Newcastle,1,1,D,0,0,D,D England,15,6,3,2,13,9,3,7,3,4,0,0,1.9,3.6,4,1.95,3.6,3.7,1.95,3.55,3.8
E0,23/10/2021,Everton,Watford,2,5,A,1,1,D,G Scott,15,20,4,8,9,13,3,5,4,3,0,0,1.65,3.8,5.5,1.6,4.1,5.25,1.65,3.85,5.25
E0,23/10/2021,Leeds,Wolves,1,1,D,0,1,A,R Jones,18,8,4,4,15,14,6,3,2,3,0,0,2.4,3.4,2.87,2.1,3.7,3.2,2.55,3.35,2.75
E0,23/10/2021,Southampton,Burnley,2,2,D,1,1,D,C Kavanagh,16,9,4,5,10,11,6,2,1,3,0,0,1.95,3.5,3.9,1.95,3.5,3.8,1.97,3.5,3.8
E0,23/10/2021,Brighton,Man City,1,4,A,0,3,A,K Friend,10,23,5,14,10,6,7,6,2,3,0,0,8,4.75,1.4,6.5,5,1.43,7.25,4.6,1.43
E0,24/10/2021,Brentford,Leicester,1,2,A,0,1,A,S Hooper,15,10,5,6,13,7,9,2,1,1,0,0,2.62,3.3,2.7,2.8,3.2,2.6,2.6,3.4,2.7
E0,24/10/2021,West Ham,Tottenham,1,0,H,0,0,D,P Tierney,13,7,4,4,11,4,2,4,2,1,0,0,2.3,3.5,3,2.4,3.5,2.8,2.4,3.45,2.95
E0,24/10/2021,Man United,Liverpool,0,5,A,0,4,A,A Taylor,12,19,4,8,10,8,6,3,6,0,1,0,3.1,3.6,2.2,3,3.5,2.25,3,3.65,2.25
E0,30/10/2021,Leicester,Arsenal,0,2,A,0,2,A,M Oliver,16,9,8,5,8,11,7,6,2,0,0,0,2.4,3.5,2.87,2.5,3.4,2.7,2.45,3.45,2.85
E0,30/10/2021,Burnley,Brentford,3,1,H,3,0,H,J Moss,15,12,6,5,7,10,4,2,1,1,0,0,2.6,3.3,2.75,2.7,3.2,2.7,2.65,3.2,2.8
E0,30/10/2021,Liverpool,Brighton,2,2,D,2,1,H,M Dean,14,9,3,6,8,5,5,3,2,2,0,0,1.22,6.5,13,1.27,6.25,9.75,1.25,6.25,12
